WARP_Violations,#Pairs,GARP_Violations,#Pairs,SARP_Violations,#Pairs,AFRIAT_Index,VARIAN_Index_Min,VARIAN_Index_Mean,VARIAN_Index_AVG(SSQ),Is exact,Houtman-Maks-Index,Is exact,Subject
14,7,32,25,68,34,0.32139,0.32139,0.03579,0.1018,2,0.16667,1,22104052
32,16,142,126,272,136,0.32659,0.39747,0.14331,0.19204,3,0.33333,1,22104061
4,2,20,18,42,21,0.0084702,0.0084702,0.00067554,0.0021776,1,0.11111,1,22104062
8,4,22,18,56,28,0.0495,0.0495,0.0054108,0.014372,1,0.11111,1,22104071
20,10,97,87,184,92,0.33702,0.33702,0.043309,0.10938,2,0.16667,1,22104081
8,4,22,18,36,18,0.15312,0.15312,0.01275,0.038334,1,0.16667,1,22104091
4,2,4,2,4,2,0.03914,0.03914,0.0034687,0.010736,1,0.11111,1,22104092
12,6,17,11,22,11,0.042514,0.042514,0.0072597,0.014671,1,0.22222,1,22104101
22,11,71,60,156,78,0.16607,0.16607,0.023799,0.058715,2,0.16667,1,22104102
8,4,16,12,32,16,0.076781,0.076781,0.0054632,0.018711,1,0.16667,1,22104111
10,5,24,19,50,25,0.25763,0.25763,0.035249,0.08721,1,0.11111,1,22104112
12,6,31,25,58,29,0.14635,0.22188,0.021668,0.06286,2,0.16667,1,22104121
16,8,49,41,90,45,0.054572,0.054572,0.011674,0.02122,2,0.16667,1,22104122
16,8,93,85,240,120,0.10816,0.10816,0.021101,0.042147,2,0.16667,1,22104131
20,10,115,105,240,120,0.35785,0.35785,0.043537,0.11447,2,0.22222,1,22104141
8,4,14,10,22,11,0.053877,0.053877,0.0041041,0.013545,1,0.11111,1,22104142
22,11,99,88,210,105,0.27591,0.27591,0.031242,0.070715,2,0.22222,1,22104151
32,16,106,90,240,120,0.20845,0.29064,0.070335,0.10162,3,0.33333,1,22104152
4,2,12,10,20,10,0.2231,0.2231,0.020048,0.061803,1,0.055556,1,22104161
52,26,157,131,306,153,0.50625,0.64696,0.24511,0.32287,3,0.38889,1,22104171
30,15,93,78,182,91,0.19281,0.3079,0.092389,0.13187,3,0.33333,1,22104181
8,4,36,32,72,36,0.26462,0.26462,0.024603,0.072878,2,0.16667,1,22104182
14,7,34,27,56,28,0.39739,0.39739,0.042744,0.11417,2,0.16667,1,22104191
16,8,84,76,182,91,0.11931,0.11931,0.024705,0.048984,2,0.22222,1,22104201
18,9,55,46,132,66,0.11034,0.12351,0.018186,0.042766,2,0.22222,1,22104221
14,7,35,28,62,31,0.12713,0.12713,0.016612,0.03893,2,0.22222,1,22104231
14,7,35,28,62,31,0.25346,0.25346,0.035689,0.07856,2,0.27778,1,22104241
14,7,33,26,56,28,0.069523,0.069523,0.010409,0.023225,2,0.22222,1,22104251
4,2,66,64,132,66,0.086033,0.086033,0.0057781,0.020716,2,0.055556,1,22105011
18,9,43,34,72,36,0.10967,0.10967,0.018536,0.039551,2,0.22222,1,22105012
14,7,60,53,132,66,0.1627,0.1627,0.015262,0.042949,2,0.16667,1,22105021
6,3,13,10,20,10,0.035254,0.035254,0.0031748,0.0091139,1,0.055556,1,22105022
18,9,69,60,156,78,0.48436,0.48436,0.032268,0.11541,2,0.16667,1,22105031
12,6,34,28,72,36,0.1015,0.1015,0.0083058,0.028201,2,0.11111,1,22105032
14,7,76,69,156,78,0.14646,0.14646,0.023826,0.051836,2,0.22222,1,22105041
30,15,91,76,188,94,0.40123,0.55439,0.193,0.2702,3,0.27778,1,22105042
20,10,48,38,84,42,0.17217,0.17217,0.027029,0.058665,2,0.22222,1,22105051
24,12,86,74,158,79,0.31674,0.31674,0.02862,0.081077,2,0.22222,1,22105052
38,19,103,84,182,91,0.43055,0.58838,0.22473,0.32245,3,0.22222,1,22105061
36,18,101,83,182,91,0.35882,0.41355,0.11706,0.1865,3,0.22222,1,22105062
18,9,34,25,54,27,0.16127,0.16127,0.026783,0.054744,2,0.33333,1,22105071
14,7,83,76,182,91,0.16745,0.16745,0.021483,0.056267,2,0.16667,1,22105081
12,6,30,24,72,36,0.08299,0.08299,0.0069709,0.021039,2,0.11111,1,22105082
2,1,2,1,2,1,0.015123,0.015123,0.00084018,0.0035646,1,0.055556,1,22105091
20,10,108,98,272,136,0.24495,0.24495,0.044088,0.089332,2,0.27778,1,22105101
6,3,13,10,20,10,0.3139,0.3139,0.023394,0.077717,1,0.16667,1,22105102
20,10,80,70,184,92,0.32546,0.32546,0.043239,0.091891,2,0.27778,1,22105111
8,4,22,18,44,22,0.089003,0.089003,0.0094152,0.02496,1,0.16667,1,22105121
14,7,65,58,132,66,0.2683,0.2683,0.026254,0.07235,2,0.16667,1,22105122
32,16,74,58,132,66,0.25899,0.47576,0.14791,0.19777,3,0.44444,1,22105131
4,2,6,4,8,4,0.07553,0.07553,0.004816,0.017996,1,0.11111,1,22105141
12,6,67,61,136,68,0.18858,0.18858,0.021758,0.056653,2,0.22222,1,22105142
20,10,110,100,240,120,0.41157,0.41157,0.042788,0.12423,2,0.27778,1,22105151
24,12,90,78,210,105,0.2941,0.2941,0.057271,0.10942,2,0.27778,1,22105152
8,4,16,12,28,14,0.11156,0.11156,0.015515,0.035816,1,0.16667,1,22105161
12,6,62,56,132,66,0.12185,0.12185,0.0099519,0.029829,2,0.11111,1,22105171
12,6,47,41,112,56,0.11639,0.11639,0.013044,0.031313,2,0.27778,1,22105181
14,7,41,34,92,46,0.20745,0.20745,0.022964,0.058248,2,0.22222,1,22105191
16,8,45,37,90,45,0.18531,0.18531,0.02346,0.054324,2,0.16667,1,22105192
2,1,39,38,110,55,0.042323,0.042323,0.0023513,0.0099756,2,0.055556,1,22105201
18,9,38,29,74,37,0.2675,0.34865,0.039013,0.092887,2,0.22222,1,22105211
14,7,35,28,62,31,0.42039,0.42039,0.03149,0.10178,2,0.27778,1,22105221
18,9,49,40,92,46,0.10289,0.11572,0.013973,0.034989,2,0.22222,1,22105231
20,10,57,47,132,66,0.26805,0.26805,0.040155,0.098698,2,0.16667,1,22105251
20,10,46,36,72,36,0.30642,0.30642,0.042777,0.093406,2,0.22222,1,22107011
4,2,8,6,12,6,0.18404,0.18404,0.016702,0.05135,1,0.055556,1,22107012
16,8,79,71,182,91,0.32573,0.32573,0.028829,0.09175,2,0.16667,1,22107021
16,8,32,24,48,24,0.13815,0.13815,0.011835,0.035938,2,0.16667,1,22107022
8,4,23,19,56,28,0.052167,0.052167,0.0055331,0.014381,1,0.055556,1,22107031
2,1,2,1,2,1,0.014365,0.014365,0.00079805,0.0033858,1,0.055556,1,22107032
12,6,35,29,72,36,0.12183,0.12183,0.021739,0.046974,2,0.11111,1,22107041
12,6,26,20,42,21,0.12133,0.12133,0.019083,0.044173,1,0.16667,1,22107042
10,5,32,27,76,38,0.27166,0.27166,0.029519,0.080102,2,0.16667,1,22107051
18,9,40,31,72,36,0.14008,0.14008,0.027488,0.054228,2,0.22222,1,22107052
16,8,112,104,272,136,0.27151,0.27151,0.04261,0.097699,2,0.16667,1,22107061
20,10,50,40,94,47,0.6319,0.6319,0.056958,0.15633,2,0.27778,1,22107062
8,4,79,75,182,91,0.14756,0.14756,0.017523,0.048269,2,0.11111,1,22107071
14,7,26,19,42,21,0.44412,0.44412,0.030184,0.10679,1,0.16667,1,22107072
18,9,51,42,90,45,0.23588,0.23588,0.02946,0.082953,2,0.16667,1,22107081
8,4,20,16,42,21,0.29198,0.29198,0.030523,0.080505,1,0.16667,1,22107082
4,2,16,14,42,21,0.053243,0.053243,0.0055713,0.016746,1,0.055556,1,22107091
12,6,15,9,18,9,0.090486,0.090486,0.012593,0.031781,1,0.22222,1,22107092
12,6,13,7,14,7,0.10203,0.10203,0.0089783,0.02528,1,0.27778,1,22107101
40,20,140,120,272,136,0.29895,0.54069,0.17494,0.23422,3,0.38889,1,22107111
26,13,75,62,156,78,0.21625,0.4367,0.10403,0.16672,3,0.27778,1,22107121
12,6,38,32,72,36,0.27678,0.27678,0.037109,0.095761,2,0.11111,1,22107122
38,19,116,97,210,105,0.32379,0.53035,0.14968,0.21816,3,0.38889,1,22107131
20,10,64,54,158,79,0.19664,0.19664,0.034571,0.068984,2,0.22222,1,22107132
18,9,74,65,182,91,0.3212,0.3212,0.045841,0.1042,2,0.27778,1,22107141
10,5,51,46,110,55,0.21174,0.21174,0.014924,0.050741,2,0.16667,1,22107151
12,6,25,19,42,21,0.090314,0.090314,0.012665,0.031598,1,0.16667,1,22107161
10,5,40,35,90,45,0.092935,0.092935,0.0089848,0.027243,2,0.16667,1,22107171
10,5,29,24,62,31,0.15522,0.15522,0.01008,0.037098,2,0.16667,1,22107191
10,5,34,29,72,36,0.19628,0.19628,0.018643,0.05247,2,0.16667,1,22107201
10,5,43,38,90,45,0.23679,0.23679,0.020504,0.06393,2,0.11111,1,22107211
16,8,43,35,84,42,0.29637,0.29637,0.046171,0.096472,2,0.22222,1,22107212
26,13,56,43,102,51,0.27935,0.30861,0.09819,0.13634,3,0.27778,1,22107221
18,9,63,54,122,61,0.16626,0.16626,0.031237,0.064646,2,0.16667,1,22107231
12,6,64,58,182,91,0.32174,0.32174,0.029722,0.081723,2,0.22222,1,22107251
4,2,5,3,6,3,0.18232,0.18232,0.017114,0.053415,1,0.055556,1,22107261
8,4,19,15,30,15,0.10698,0.10698,0.013349,0.033034,1,0.055556,1,22203011
4,2,7,5,12,6,0.011559,0.011559,0.00086984,0.0028906,1,0.055556,1,22203012
20,10,69,59,134,67,0.25665,0.25665,0.032702,0.073439,2,0.22222,1,22203021
6,3,29,26,72,36,0.09906,0.09906,0.0064928,0.023723,2,0.11111,1,22203022
44,22,156,134,306,153,0.32778,0.46997,0.15795,0.21295,3,0.44444,1,22203031
24,12,102,90,210,105,0.1498,0.1498,0.026681,0.052062,2,0.22222,1,22203032
20,10,57,47,122,61,0.2415,0.26607,0.040479,0.095347,2,0.22222,1,22203041
8,4,30,26,56,28,0.21219,0.21219,0.014031,0.050911,2,0.11111,1,22203042
4,2,4,2,4,2,0.013327,0.013327,0.0014244,0.0042764,1,0.11111,1,22203051
4,2,18,16,48,24,0.075901,0.075901,0.0072049,0.021927,1,0.11111,1,22203061
20,10,58,48,132,66,0.27452,0.27452,0.03284,0.078506,2,0.22222,1,22203062
18,9,64,55,132,66,0.12476,0.12476,0.018945,0.042203,2,0.16667,1,22203071
8,4,12,8,18,9,0.16037,0.16037,0.016963,0.044168,1,0.16667,1,22203081
6,3,33,30,72,36,0.098323,0.098323,0.0057934,0.023203,2,0.11111,1,22203082
26,13,95,82,188,94,0.21131,0.50268,0.13095,0.18338,3,0.33333,1,22203091
6,3,30,27,72,36,0.12197,0.12197,0.010903,0.033661,2,0.055556,1,22203101
10,5,37,32,92,46,0.12802,0.12802,0.01416,0.034955,2,0.22222,1,22203102
18,9,58,49,132,66,0.24367,0.24367,0.028357,0.073619,2,0.16667,1,22203111
28,14,128,114,242,121,0.17434,0.32121,0.079874,0.1184,3,0.38889,1,22203112
36,18,119,101,240,120,0.52277,0.76847,0.17585,0.28263,3,0.33333,1,22203121
22,11,77,66,156,78,0.33767,0.33767,0.07259,0.13202,2,0.16667,1,22203122
10,5,38,33,72,36,0.25107,0.25107,0.024658,0.071846,2,0.16667,1,22203131
24,12,141,129,306,153,0.29111,0.29111,0.050842,0.11112,2,0.22222,1,22203132
16,8,59,51,110,55,0.35754,0.35754,0.047714,0.1085,2,0.16667,1,22203141
26,13,109,96,240,120,0.28179,0.62376,0.12396,0.20671,3,0.33333,1,22203151
24,12,84,72,184,92,0.16367,0.19716,0.028,0.061463,2,0.33333,1,22203161
24,12,89,77,182,91,0.20505,0.20505,0.03928,0.084844,2,0.16667,1,22203162
10,5,16,11,22,11,0.040009,0.040009,0.0053651,0.01362,1,0.16667,1,22203171
16,8,86,78,182,91,0.21328,0.21328,0.031455,0.06914,2,0.16667,1,22203181
10,5,24,19,56,28,0.058438,0.058438,0.0056323,0.018446,1,0.11111,1,22203191
30,15,119,104,240,120,0.17039,0.54057,0.14553,0.21106,3,0.27778,1,22203201
34,17,146,129,272,136,0.23962,0.44171,0.17268,0.21849,3,0.38889,1,22203211
4,2,4,2,4,2,0.015428,0.015428,0.0013379,0.0041695,1,0.11111,1,22203212
4,2,4,2,4,2,0.012206,0.012206,0.00069657,0.0028781,1,0.11111,1,22203221
22,11,61,50,110,55,0.21099,0.21099,0.05716,0.10134,2,0.22222,1,22203231
32,16,120,104,240,120,0.28184,0.43924,0.13725,0.18374,3,0.33333,1,22203241
12,6,34,28,72,36,0.37868,0.37868,0.035722,0.099277,2,0.11111,1,22205011
10,5,37,32,74,37,0.26268,0.26268,0.018621,0.062707,2,0.22222,1,22205012
16,8,55,47,112,56,0.33954,0.33954,0.044291,0.1111,2,0.16667,1,22205021
10,5,29,24,112,56,0.12681,0.12681,0.014364,0.036595,2,0.22222,1,22205022
18,9,73,64,156,78,0.3795,0.3795,0.035549,0.10087,2,0.16667,1,22205031
12,6,63,57,132,66,0.055268,0.055268,0.010253,0.021354,2,0.22222,1,22205032
16,8,23,15,34,17,0.22996,0.22996,0.033913,0.088609,1,0.22222,1,22205041
4,2,22,20,56,28,0.14249,0.14249,0.012931,0.039758,1,0.055556,1,22205042
8,4,13,9,18,9,0.076464,0.076464,0.0087099,0.025977,1,0.11111,1,22205051
24,12,132,120,306,153,0.40519,0.40519,0.048472,0.10811,2,0.27778,1,22205061
6,3,17,14,32,16,0.15597,0.15597,0.013892,0.048391,1,0.11111,1,22205062
44,22,160,138,306,153,0.20975,0.78183,0.22949,0.29269,3,0.33333,1,22205071
26,13,109,96,210,105,0.21374,0.38373,0.1329,0.16853,3,0.22222,1,22205072
20,10,51,41,116,58,0.23236,0.23236,0.040469,0.081826,2,0.22222,1,22205081
14,7,44,37,90,45,0.13483,0.13483,0.015888,0.041409,2,0.11111,1,22205091
8,4,25,21,54,27,0.3552,0.3552,0.037346,0.10168,1,0.16667,1,22205101
20,10,132,122,306,153,0.43472,0.43472,0.044389,0.11228,2,0.27778,1,22205111
8,4,14,10,26,13,0.17881,0.17881,0.01788,0.049356,1,0.11111,1,22205112
18,9,36,27,60,30,0.24469,0.24469,0.037438,0.081236,2,0.27778,1,22205121
18,9,101,92,240,120,0.15759,0.17071,0.026358,0.056329,2,0.22222,1,22205141
30,15,105,90,240,120,0.2023,0.41267,0.094421,0.15505,3,0.27778,1,22205142
24,12,95,83,240,120,0.30158,0.30158,0.029956,0.081031,2,0.27778,1,22205151
16,8,45,37,98,49,0.19189,0.19189,0.027755,0.062308,2,0.27778,1,22205152
6,3,12,9,20,10,0.098347,0.098347,0.0060974,0.023336,1,0.11111,1,22205161
26,13,139,126,272,136,0.58004,0.67108,0.2036,0.28565,3,0.27778,1,22205162
22,11,105,94,210,105,0.3466,0.3466,0.040427,0.10297,2,0.22222,1,22205171
14,7,103,96,210,105,0.15136,0.15136,0.020932,0.051937,2,0.22222,1,22205172
24,12,89,77,210,105,0.32284,0.32284,0.041871,0.10541,2,0.22222,1,22205181
10,5,17,12,26,13,0.079882,0.079882,0.012802,0.028891,1,0.16667,1,22205191
14,7,24,17,38,19,0.066443,0.066443,0.014584,0.028253,1,0.22222,1,22205201
2,1,2,1,2,1,0.0010229,0.0010229,5.6827e-05,0.0002411,1,0.055556,1,22205211
16,8,64,56,132,66,0.048811,0.048811,0.0068726,0.014922,2,0.22222,1,22205221
18,9,38,29,74,37,0.17824,0.17824,0.025665,0.051807,2,0.22222,1,22205231
12,6,26,20,56,28,0.34832,0.34832,0.023016,0.083393,1,0.16667,1,22207011
6,3,12,9,20,10,0.16292,0.16292,0.012794,0.040553,1,0.055556,1,22207012
16,8,84,76,182,91,0.15929,0.16398,0.022606,0.055037,2,0.11111,1,22207021
8,4,39,35,112,56,0.29153,0.29153,0.035839,0.09328,2,0.11111,1,22207022
0,0,0,0,0,0,0,0,0,0,1,0,1,22207031
16,8,31,23,60,30,0.18041,0.18041,0.016824,0.046842,2,0.22222,1,22207032
22,11,62,51,134,67,0.26241,0.26241,0.042008,0.095433,2,0.27778,1,22207041
42,21,85,64,156,78,0.36344,0.44286,0.17749,0.23123,3,0.27778,1,22207051
22,11,40,29,60,30,0.3539,0.3539,0.044586,0.10672,2,0.27778,1,22207052
8,4,14,10,20,10,0.2045,0.2045,0.016336,0.051212,1,0.11111,1,22207061
14,7,50,43,122,61,0.3316,0.3316,0.025754,0.079926,2,0.16667,1,22207062
6,3,18,15,32,16,0.12384,0.12384,0.010522,0.03205,1,0.11111,1,22207071
14,7,108,101,240,120,0.15476,0.15476,0.015123,0.044055,2,0.11111,1,22207081
0,0,0,0,0,0,0,0,0,0,1,0,1,22207082
24,12,92,80,182,91,0.41958,0.41958,0.05217,0.11884,2,0.16667,1,22207091
18,9,47,38,90,45,0.17656,0.17656,0.027859,0.060329,2,0.22222,1,22207092
18,9,60,51,132,66,0.18856,0.18856,0.033253,0.07045,2,0.22222,1,22207101
2,1,4,3,6,3,0.09476,0.09476,0.0052644,0.022335,1,0.055556,1,22207102
14,7,44,37,90,45,0.11636,0.15753,0.024433,0.049143,2,0.16667,1,22207111
6,3,47,44,110,55,0.14504,0.14504,0.011763,0.037628,2,0.11111,1,22207112
6,3,45,42,110,55,0.51006,0.51006,0.032094,0.13616,2,0.055556,1,22207121
18,9,60,51,110,55,0.16241,0.16241,0.020093,0.0482,2,0.16667,1,22207122
4,2,5,3,6,3,0.040723,0.040723,0.0022624,0.0095985,1,0.055556,1,22207131
10,5,19,14,32,16,0.10897,0.10897,0.012137,0.033839,1,0.11111,1,22207141
28,14,100,86,182,91,0.41875,0.51668,0.13579,0.21672,3,0.22222,1,22207142
16,8,39,31,88,44,0.21613,0.21613,0.032177,0.065968,2,0.27778,1,22207151
18,9,93,84,212,106,0.20861,0.20861,0.042355,0.079455,2,0.16667,1,22207161
8,4,16,12,30,15,0.11979,0.11979,0.017145,0.042609,1,0.11111,1,22207181
20,10,115,105,272,136,0.36041,0.36041,0.051017,0.14597,2,0.11111,1,22207191
12,6,32,26,62,31,0.18379,0.18379,0.024597,0.055478,2,0.22222,1,22207201
18,9,81,72,182,91,0.17833,0.17833,0.0367,0.072179,2,0.22222,1,22207211
4,2,9,7,14,7,0.17005,0.17005,0.014952,0.046389,1,0.11111,1,22207221
4,2,9,7,20,10,0.086797,0.086797,0.0048848,0.02046,1,0.055556,1,22207231
10,5,31,26,72,36,0.043357,0.043357,0.0046087,0.013563,2,0.16667,1,22208021
12,6,17,11,22,11,0.30928,0.30928,0.022364,0.074003,1,0.22222,1,22208022
12,6,39,33,72,36,0.23714,0.23714,0.034128,0.0778,2,0.11111,1,22208031
10,5,23,18,50,25,0.24728,0.24728,0.029254,0.078676,1,0.11111,1,22208032
22,11,115,104,240,120,0.3077,0.3077,0.041025,0.09929,2,0.22222,1,22208041
28,14,104,90,210,105,0.26435,0.36852,0.10697,0.15534,3,0.27778,1,22208042
6,3,11,8,20,10,0.1609,0.1609,0.017874,0.047937,1,0.11111,1,22208051
14,7,61,54,132,66,0.26218,0.26218,0.031556,0.09094,2,0.22222,1,22208052
30,15,117,102,272,136,0.27456,0.56223,0.14412,0.20514,3,0.27778,1,22208061
18,9,51,42,90,45,0.12786,0.12786,0.022881,0.050802,2,0.16667,1,22208062
4,2,9,7,14,7,0.087699,0.087699,0.005653,0.020935,1,0.11111,1,22208071
20,10,77,67,144,72,0.24805,0.24805,0.041263,0.09168,2,0.22222,1,22208072
18,9,49,40,114,57,0.1294,0.1294,0.016394,0.038291,2,0.27778,1,22208081
28,14,82,68,138,69,0.27377,0.50538,0.11128,0.17544,3,0.33333,1,22208091
10,5,44,39,132,66,0.29676,0.29676,0.021012,0.07111,2,0.11111,1,22208092
20,10,58,48,96,48,0.11038,0.11038,0.015172,0.035744,2,0.27778,1,22208101
24,12,103,91,240,120,0.42256,0.42256,0.03791,0.11165,2,0.27778,1,22208102
12,6,45,39,116,58,0.15736,0.15736,0.025125,0.055972,2,0.16667,1,22208111
8,4,28,24,58,29,0.47591,0.47591,0.040087,0.12202,2,0.11111,1,22208121
10,5,14,9,18,9,0.42417,0.42417,0.041228,0.11442,1,0.16667,1,22208131
24,12,95,83,210,105,0.25386,0.25386,0.053526,0.10289,2,0.16667,1,22208141
22,11,98,87,240,120,0.29141,0.29141,0.038932,0.084975,2,0.27778,1,22208142
14,7,48,41,110,55,0.24226,0.24226,0.024897,0.07032,2,0.16667,1,22208151
26,13,104,91,210,105,0.20426,0.36359,0.1251,0.17754,3,0.33333,1,22208152
4,2,4,2,4,2,0.041383,0.041383,0.0027015,0.0099023,1,0.11111,1,22208161
28,14,112,98,240,120,0.19477,0.38112,0.17151,0.21983,3,0.27778,1,22208171
28,14,75,61,152,76,0.32351,0.5317,0.1748,0.25223,3,0.33333,1,22208181
6,3,9,6,14,7,0.30368,0.30368,0.017287,0.071599,1,0.11111,1,22208182
12,6,40,34,72,36,0.27814,0.32107,0.034742,0.10426,2,0.11111,1,22208191
10,5,43,38,110,55,0.3359,0.3359,0.020565,0.082507,2,0.11111,1,22208201
14,7,85,78,182,91,0.12733,0.12733,0.017059,0.04061,2,0.22222,1,22208211
18,9,46,37,90,45,0.23073,0.23073,0.021955,0.067511,2,0.22222,1,22208221
12,6,33,27,72,36,0.20372,0.20372,0.019404,0.059013,2,0.11111,1,22208231
10,5,27,22,44,22,0.13509,0.13509,0.012603,0.035436,2,0.16667,1,23102011
24,12,82,70,176,88,0.45365,0.45365,0.058322,0.14988,2,0.22222,1,23102012
14,7,30,23,46,23,0.13136,0.13136,0.014448,0.035857,2,0.22222,1,23102021
26,13,114,101,240,120,0.33048,0.67934,0.23936,0.29798,3,0.27778,1,23102022
18,9,56,47,110,55,0.098562,0.098562,0.010617,0.027402,2,0.22222,1,23102031
16,8,76,68,156,78,0.25002,0.25002,0.031212,0.074022,2,0.16667,1,23102032
18,9,46,37,92,46,0.11724,0.11724,0.014435,0.037467,2,0.22222,1,23102041
8,4,18,14,36,18,0.18908,0.18908,0.015108,0.046517,1,0.11111,1,23102042
14,7,56,49,132,66,0.11444,0.11444,0.017033,0.040691,2,0.16667,1,23102051
16,8,115,107,240,120,0.089033,0.089033,0.01427,0.027208,2,0.27778,1,23102052
22,11,53,42,98,49,0.26465,0.31911,0.039373,0.097029,2,0.27778,1,23102061
14,7,66,59,134,67,0.14219,0.14219,0.02107,0.046613,2,0.22222,1,23102062
20,10,37,27,60,30,0.18558,0.18558,0.039004,0.076269,2,0.27778,1,23102071
30,15,97,82,210,105,0.29713,0.50153,0.17637,0.23676,3,0.33333,1,23102072
22,11,128,117,272,136,0.40529,0.40529,0.040963,0.10587,2,0.22222,1,23102081
10,5,78,73,156,78,0.085777,0.085777,0.0097264,0.024177,2,0.11111,1,23102101
8,4,15,11,28,14,0.067118,0.067118,0.0088165,0.022464,1,0.16667,1,23102102
22,11,109,98,240,120,0.18543,0.25447,0.026838,0.07675,2,0.22222,1,23102111
20,10,86,76,184,92,0.37849,0.37849,0.042505,0.10195,2,0.27778,1,23102112
20,10,96,86,212,106,0.24426,0.24426,0.044813,0.079986,2,0.27778,1,23102121
16,8,37,29,64,32,0.084777,0.084777,0.015288,0.031257,2,0.22222,1,23102122
12,6,26,20,50,25,0.11888,0.11888,0.021666,0.043875,1,0.16667,1,23102131
18,9,72,63,132,66,0.22777,0.22777,0.032771,0.078005,2,0.22222,1,23102132
8,4,21,17,44,22,0.12983,0.12983,0.011253,0.03383,1,0.22222,1,23102141
12,6,61,55,132,66,0.12538,0.12538,0.022422,0.045334,2,0.22222,1,23102151
18,9,106,97,240,120,0.30234,0.30234,0.057543,0.13085,2,0.22222,1,23102152
14,7,46,39,84,42,0.11201,0.11201,0.015253,0.037341,2,0.16667,1,23102161
14,7,24,17,40,20,0.088356,0.088356,0.0084744,0.023649,1,0.16667,1,23102171
10,5,25,20,42,21,0.20927,0.20927,0.024098,0.063697,1,0.11111,1,23102181
36,18,73,55,132,66,0.44756,0.6354,0.14584,0.24725,3,0.27778,1,23102191
4,2,8,6,12,6,0.33159,0.33159,0.03295,0.099537,1,0.055556,1,23102192
26,13,74,61,138,69,0.50017,0.6925,0.19728,0.28579,3,0.33333,1,23102201
10,5,22,17,44,22,0.35148,0.35148,0.025282,0.085173,1,0.16667,1,23102202
24,12,91,79,182,91,0.39272,0.39272,0.07292,0.15415,2,0.22222,1,23102211
16,8,38,30,74,37,0.16476,0.16476,0.02469,0.057221,2,0.22222,1,23102221
18,9,92,83,210,105,0.17792,0.17792,0.018281,0.046812,2,0.22222,1,23102231
32,16,130,114,306,153,0.42533,0.4353,0.12299,0.18017,3,0.33333,1,23102241
8,4,23,19,56,28,0.10656,0.10656,0.010744,0.028327,1,0.11111,1,23102251
2,1,2,1,2,1,0.0086578,0.0086578,0.00048099,0.0020407,1,0.055556,1,23102261
16,8,58,50,132,66,0.22891,0.22891,0.036921,0.078806,2,0.22222,1,23102271
24,12,128,116,272,136,0.6034,0.6034,0.051984,0.15522,2,0.27778,1,23102281
38,19,118,99,212,106,0.36901,0.50685,0.16046,0.22633,3,0.38889,1,23102291
2,1,4,3,6,3,0.035894,0.035894,0.0019941,0.0084603,1,0.055556,1,23103021
4,2,13,11,22,11,0.054439,0.054439,0.0034631,0.012966,1,0.11111,1,23103022
16,8,50,42,92,46,0.44178,0.44178,0.043851,0.13177,2,0.22222,1,23103031
18,9,74,65,156,78,0.17347,0.17347,0.03726,0.073726,2,0.22222,1,23103041
12,6,18,12,28,14,0.15736,0.15736,0.016765,0.046404,1,0.16667,1,23103042
26,13,85,72,156,78,0.17193,0.35878,0.067903,0.11428,3,0.22222,1,23103051
10,5,32,27,74,37,0.27443,0.27443,0.028425,0.075896,2,0.16667,1,23103052
18,9,57,48,110,55,0.33249,0.33249,0.031311,0.082669,2,0.27778,1,23103061
22,11,82,71,156,78,0.38133,0.38133,0.058397,0.11877,2,0.22222,1,23103062
6,3,36,33,92,46,0.11124,0.11124,0.0065206,0.02626,2,0.11111,1,23103071
40,20,142,122,272,136,0.32745,0.65024,0.18646,0.26442,3,0.33333,1,23103072
18,9,81,72,210,105,0.20748,0.20748,0.030698,0.074778,2,0.22222,1,23103081
14,7,37,30,72,36,0.26046,0.26046,0.034562,0.086558,2,0.16667,1,23103091
8,4,43,39,116,58,0.47471,0.47471,0.048251,0.13256,2,0.11111,1,23103092
4,2,4,2,4,2,0.14804,0.14804,0.0096848,0.035439,1,0.11111,1,23103101
14,7,70,63,182,91,0.15761,0.15761,0.037301,0.069866,2,0.22222,1,23103111
24,12,95,83,210,105,0.19257,0.19257,0.029019,0.065129,2,0.22222,1,23103112
12,6,45,39,90,45,0.20048,0.20048,0.028153,0.060097,2,0.11111,1,23103121
32,16,115,99,240,120,0.50371,0.53311,0.18238,0.25005,3,0.27778,1,23103131
22,11,107,96,210,105,0.32794,0.32794,0.030598,0.083034,2,0.27778,1,23103132
8,4,15,11,24,12,0.052309,0.052309,0.0052839,0.014312,1,0.11111,1,23103141
10,5,24,19,42,21,0.24701,0.24701,0.025984,0.072845,1,0.11111,1,23103151
2,1,2,1,2,1,0.034482,0.034482,0.0019157,0.0081275,1,0.055556,1,23103152
28,14,127,113,306,153,0.33027,0.71236,0.18389,0.27531,3,0.22222,1,23103161
22,11,55,44,112,56,0.30041,0.30041,0.045173,0.097679,2,0.22222,1,23103162
2,1,2,1,2,1,0.0082827,0.0082827,0.00046015,0.0019523,1,0.055556,1,23103171
12,6,25,19,44,22,0.22454,0.22454,0.017361,0.054417,1,0.16667,1,23103172
10,5,28,23,52,26,0.078482,0.078482,0.013043,0.02986,2,0.22222,1,23103181
2,1,9,8,20,10,0.19598,0.19598,0.010888,0.046192,1,0.055556,1,23103191
10,5,29,24,70,35,0.24068,0.24068,0.019542,0.060309,2,0.16667,1,23103192
