WARP_Violations,#Pairs,GARP_Violations,#Pairs,SARP_Violations,#Pairs,AFRIAT_Index,VARIAN_Index_Min,VARIAN_Index_Mean,VARIAN_Index_AVG(SSQ),Is exact,Houtman-Maks-Index,Is exact,Subject
22,11,110,99,240,120,0.19335,0.19335,0.039178,0.073842,2,0.22222,1,23103201
18,9,49,40,90,45,0.25293,0.25293,0.024584,0.067614,2,0.22222,1,23103211
40,20,87,67,182,91,0.31792,0.61048,0.18116,0.26134,3,0.33333,1,23103221
4,2,8,6,14,7,0.32413,0.32413,0.02267,0.078918,1,0.11111,1,23103222
10,5,23,18,42,21,0.2445,0.2445,0.028618,0.077238,1,0.16667,1,23103231
34,17,108,91,210,105,0.17481,0.47189,0.10162,0.16797,3,0.27778,1,23103241
4,2,7,5,12,6,0.12085,0.12085,0.0067139,0.028485,1,0.055556,1,23103242
14,7,54,47,110,55,0.052867,0.052867,0.0091608,0.019946,2,0.22222,1,23103251
12,6,34,28,72,36,0.15987,0.15987,0.012775,0.040366,2,0.16667,1,23103261
22,11,124,113,272,136,0.35456,0.35456,0.039842,0.097186,2,0.27778,1,23103271
24,12,131,119,272,136,0.39153,0.39153,0.050121,0.11823,2,0.22222,1,23103281
16,8,101,93,210,105,0.36317,0.36317,0.037039,0.092598,2,0.22222,1,23103291
2,1,2,1,2,1,0.051388,0.051388,0.0028549,0.012112,1,0.055556,1,23108011
16,8,65,57,132,66,0.22429,0.22429,0.027645,0.06366,2,0.22222,1,23108012
18,9,55,46,110,55,0.2522,0.2522,0.024085,0.082488,2,0.22222,1,23108021
16,8,46,38,96,48,0.35414,0.35414,0.042384,0.098792,2,0.22222,1,23108022
28,14,120,106,240,120,0.31601,0.44686,0.13286,0.1832,3,0.27778,1,23108031
2,1,6,5,12,6,0.14317,0.14317,0.0079542,0.033747,1,0.055556,1,23108032
10,5,22,17,44,22,0.17081,0.17081,0.021046,0.055653,1,0.16667,1,23108041
28,14,99,85,240,120,0.268,0.38151,0.10725,0.15591,3,0.22222,1,23108042
10,5,35,30,74,37,0.11916,0.11916,0.018749,0.045049,2,0.16667,1,23108051
16,8,54,46,110,55,0.19611,0.19611,0.017847,0.049457,2,0.27778,1,23108052
18,9,65,56,132,66,0.36101,0.36101,0.04353,0.099123,2,0.22222,1,23108061
8,4,17,13,28,14,0.072808,0.072808,0.0083753,0.02042,1,0.16667,1,23108071
14,7,57,50,132,66,0.20984,0.20984,0.0229,0.061707,2,0.16667,1,23108072
16,8,96,88,210,105,0.28304,0.28304,0.031225,0.079326,2,0.16667,1,23108081
10,5,61,56,132,66,0.11086,0.11086,0.010206,0.028795,2,0.11111,1,23108082
20,10,49,39,122,61,0.38345,0.38345,0.053355,0.1163,2,0.27778,1,23108091
4,2,4,2,4,2,0.029362,0.029362,0.0032004,0.0096029,1,0.11111,1,23108092
28,14,92,78,182,91,0.41256,0.84823,0.2531,0.34829,3,0.27778,1,23108101
16,8,42,34,78,39,0.22038,0.22038,0.028739,0.063329,2,0.33333,1,23108111
10,5,14,9,22,11,0.083773,0.083773,0.0078254,0.022169,1,0.16667,1,23108112
26,13,118,105,272,136,0.32137,0.47937,0.13251,0.20754,3,0.22222,1,23108121
6,3,10,7,14,7,0.033001,0.033001,0.0027569,0.0084357,1,0.11111,1,23108122
14,7,73,66,182,91,0.093285,0.093285,0.019519,0.038151,2,0.16667,1,23108141
22,11,75,64,156,78,0.33668,0.33668,0.045648,0.10461,2,0.22222,1,23108142
18,9,40,31,76,38,0.19062,0.19062,0.025566,0.061587,2,0.27778,1,23108151
22,11,134,123,306,153,0.21335,0.21335,0.046232,0.081602,2,0.22222,1,23108152
8,4,25,21,62,31,0.12475,0.12475,0.016101,0.040332,1,0.11111,1,23108161
8,4,12,8,16,8,0.26532,0.26532,0.025386,0.075316,1,0.16667,1,23108162
28,14,100,86,210,105,0.36127,0.51041,0.15731,0.21802,3,0.33333,1,23108171
24,12,116,104,240,120,0.25805,0.25805,0.051373,0.093836,2,0.27778,1,23108181
14,7,63,56,132,66,0.14596,0.14596,0.014719,0.038281,2,0.16667,1,23108191
18,9,81,72,182,91,0.19565,0.19565,0.0231,0.060414,2,0.16667,1,23108201
12,6,88,82,210,105,0.30633,0.30633,0.027116,0.079214,2,0.11111,1,23108211
4,2,4,2,4,2,0.012122,0.012122,0.00088206,0.0029912,1,0.11111,1,23108221
14,7,45,38,92,46,0.21666,0.21666,0.023182,0.057807,2,0.22222,1,23108222
6,3,30,27,56,28,0.10217,0.10217,0.011026,0.032159,2,0.11111,1,23108231
4,2,13,11,22,11,0.018487,0.018487,0.0010747,0.0043621,1,0.11111,1,23108241
26,13,112,99,240,120,0.25481,0.72175,0.18213,0.28633,3,0.22222,1,23108251
16,8,122,114,240,120,0.25615,0.25615,0.026809,0.068972,2,0.16667,1,23108261
18,9,57,48,116,58,0.085031,0.11257,0.018229,0.039529,2,0.27778,1,23108271
12,6,72,66,134,67,0.077961,0.077961,0.0069033,0.019498,2,0.22222,1,23108281
12,6,45,39,90,45,0.11238,0.11238,0.0080668,0.026871,2,0.11111,1,23108311
18,9,98,89,240,120,0.19293,0.19293,0.017328,0.048633,2,0.16667,1,23110011
28,14,90,76,156,78,0.18856,0.30163,0.10323,0.14251,3,0.22222,1,23110012
6,3,7,4,8,4,0.1484,0.1484,0.0084461,0.034988,1,0.11111,1,23110021
20,10,109,99,210,105,0.30741,0.30741,0.03679,0.093827,2,0.11111,1,23110022
8,4,16,12,26,13,0.17941,0.17941,0.014011,0.044689,1,0.16667,1,23110031
32,16,116,100,240,120,0.36452,0.52862,0.21905,0.27716,3,0.27778,1,23110032
28,14,109,95,210,105,0.40729,0.49292,0.21795,0.27461,3,0.16667,1,23110041
10,5,32,27,56,28,0.24681,0.29061,0.044553,0.10998,2,0.11111,1,23110042
22,11,56,45,92,46,0.21909,0.21909,0.022301,0.057155,2,0.27778,1,23110051
22,11,55,44,98,49,0.28345,0.28345,0.040565,0.091931,2,0.16667,1,23110052
48,24,140,116,272,136,0.41811,0.56984,0.28375,0.34513,3,0.33333,1,23110061
22,11,88,77,184,92,0.2686,0.2686,0.027237,0.069412,2,0.27778,1,23110071
18,9,43,34,84,42,0.26734,0.26734,0.031768,0.076457,2,0.27778,1,23110081
2,1,2,1,2,1,0.017027,0.017027,0.00094592,0.0040132,1,0.055556,1,23110082
14,7,30,23,56,28,0.38605,0.38605,0.035414,0.10857,2,0.16667,1,23110091
12,6,39,33,72,36,0.34986,0.34986,0.034266,0.10622,2,0.16667,1,23110101
10,5,27,22,58,29,0.084758,0.084758,0.013144,0.028242,2,0.16667,1,23110102
20,10,93,83,210,105,0.14336,0.14336,0.030307,0.05004,2,0.27778,1,23110111
18,9,50,41,110,55,0.31614,0.31614,0.026519,0.078088,2,0.16667,1,23110121
12,6,40,34,86,43,0.40432,0.40432,0.042686,0.10697,2,0.16667,1,23110122
18,9,61,52,132,66,0.15774,0.15774,0.026886,0.054753,2,0.22222,1,23110131
12,6,28,22,60,30,0.12862,0.12862,0.014098,0.038609,2,0.22222,1,23110141
4,2,5,3,6,3,0.055931,0.055931,0.004253,0.01623,1,0.055556,1,23110142
18,9,38,29,84,42,0.30955,0.30955,0.026275,0.077001,2,0.22222,1,23110151
8,4,31,27,58,29,0.05711,0.05711,0.011165,0.023773,2,0.11111,1,23110161
2,1,2,1,2,1,0.010782,0.010782,0.00059903,0.0025414,1,0.055556,1,23110162
12,6,47,41,92,46,0.11532,0.11532,0.011426,0.029939,2,0.27778,1,23110171
24,12,77,65,156,78,0.25039,0.25039,0.049702,0.093686,2,0.27778,1,23110181
20,10,52,42,96,48,0.24572,0.24572,0.029814,0.074077,2,0.27778,1,23110182
12,6,36,30,72,36,0.21929,0.21929,0.024741,0.071569,2,0.16667,1,23110191
34,17,91,74,182,91,0.35868,0.42682,0.1717,0.22579,3,0.27778,1,23110192
32,16,62,46,92,46,0.298,0.37746,0.091506,0.14039,3,0.27778,1,23110201
8,4,29,25,56,28,0.11245,0.11245,0.014255,0.034467,2,0.11111,1,23110211
14,7,36,29,90,45,0.047218,0.047218,0.0063366,0.015744,2,0.16667,1,23110212
18,9,54,45,92,46,0.50274,0.50274,0.049936,0.14331,2,0.27778,1,23110221
14,7,31,24,54,27,0.29053,0.29053,0.024069,0.084191,2,0.16667,1,23110231
12,6,23,17,42,21,0.25729,0.25729,0.025499,0.071603,1,0.16667,1,23110241
20,10,40,30,60,30,0.43259,0.43259,0.058113,0.13984,2,0.27778,1,23110261
10,5,15,10,20,10,0.14025,0.14025,0.016393,0.042727,1,0.16667,1,23110271
10,5,68,63,184,92,0.1001,0.1001,0.010905,0.027534,2,0.16667,1,23110272
10,5,42,37,90,45,0.22,0.22,0.021702,0.059616,2,0.16667,1,23110281
6,3,29,26,58,29,0.042585,0.042585,0.0054747,0.013993,2,0.11111,1,23110301
32,16,75,59,132,66,0.2499,0.5041,0.1104,0.18954,3,0.27778,1,24101011
12,6,17,11,24,12,0.19226,0.19226,0.02046,0.058604,1,0.22222,1,24101012
14,7,59,52,134,67,0.25752,0.25752,0.043364,0.096642,2,0.22222,1,24101021
16,8,68,60,156,78,0.26049,0.26049,0.038962,0.1001,2,0.16667,1,24101022
8,4,29,25,72,36,0.15309,0.15309,0.016389,0.047907,2,0.055556,1,24101031
10,5,25,20,42,21,0.33144,0.33144,0.019401,0.07823,1,0.11111,1,24101032
18,9,64,55,156,78,0.17259,0.17259,0.025458,0.054936,2,0.22222,1,24101041
8,4,18,14,36,18,0.19272,0.19272,0.018205,0.051458,1,0.16667,1,24101051
18,9,80,71,182,91,0.15321,0.15321,0.022031,0.04802,2,0.27778,1,24101052
28,14,158,144,306,153,0.29967,0.45693,0.17386,0.22721,3,0.33333,1,24101061
8,4,17,13,30,15,0.14031,0.14031,0.015919,0.041336,1,0.11111,1,24101062
14,7,43,36,72,36,0.29506,0.29506,0.031783,0.079541,2,0.16667,1,24101071
34,17,113,96,210,105,0.19833,0.34756,0.096973,0.14662,3,0.33333,1,24101072
8,4,13,9,20,10,0.093109,0.093109,0.0082805,0.02479,1,0.16667,1,24101081
8,4,22,18,42,21,0.032633,0.032633,0.0024491,0.0079693,1,0.11111,1,24101082
26,13,71,58,156,78,0.28753,0.40486,0.092442,0.15685,3,0.22222,1,24101091
16,8,29,21,44,22,0.17028,0.17028,0.033939,0.069859,2,0.27778,1,24101101
20,10,82,72,182,91,0.45773,0.45773,0.050449,0.15343,2,0.27778,1,24101111
12,6,33,27,74,37,0.15633,0.15633,0.019878,0.045609,2,0.22222,1,24101112
14,7,65,58,156,78,0.40426,0.40426,0.037541,0.10217,2,0.16667,1,24101121
16,8,41,33,78,39,0.2672,0.2672,0.034723,0.086512,2,0.22222,1,24101131
18,9,56,47,138,69,0.44197,0.44197,0.041671,0.12832,2,0.27778,1,24101132
2,1,2,1,2,1,0.04213,0.04213,0.0023405,0.0099301,1,0.055556,1,24101141
4,2,5,3,6,3,0.009847,0.009847,0.00057248,0.0024288,1,0.055556,1,24101142
8,4,11,7,14,7,0.026834,0.026834,0.0029201,0.0076886,1,0.16667,1,24101151
30,15,145,130,306,153,0.30199,0.82122,0.16204,0.29502,3,0.22222,1,24101161
0,0,0,0,0,0,0,0,0,0,1,0,1,24101171
2,1,2,1,2,1,0.22423,0.22423,0.012457,0.052851,1,0.055556,1,24101181
8,4,29,25,78,39,0.099297,0.099297,0.013082,0.030546,2,0.16667,1,24101182
6,3,6,3,6,3,0.11533,0.11533,0.0084036,0.028231,1,0.16667,1,24101191
16,8,84,76,156,78,0.35898,0.35898,0.060958,0.13283,2,0.16667,1,24101201
4,2,11,9,20,10,0.15708,0.15708,0.0087269,0.037025,1,0.055556,1,24101202
14,7,43,36,78,39,0.10258,0.10258,0.016987,0.043779,2,0.16667,1,24101211
26,13,68,55,112,56,0.15159,0.27399,0.076362,0.11636,3,0.33333,1,24101221
4,2,8,6,12,6,0.2285,0.2285,0.014426,0.054356,1,0.11111,1,24101231
10,5,28,23,58,29,0.12343,0.12343,0.013651,0.039145,2,0.11111,1,24101241
14,7,69,62,156,78,0.079211,0.079211,0.0086338,0.022671,2,0.16667,1,24102011
18,9,62,53,132,66,0.30798,0.30798,0.039329,0.092923,2,0.22222,1,24102012
6,3,17,14,32,16,0.086498,0.086498,0.012647,0.031136,1,0.11111,1,24102021
10,5,24,19,42,21,0.41786,0.41786,0.031681,0.10484,1,0.11111,1,24102022
18,9,58,49,132,66,0.44448,0.44448,0.027981,0.10554,2,0.11111,1,24102031
6,3,28,25,76,38,0.10538,0.10538,0.015929,0.039274,2,0.11111,1,24102041
20,10,61,51,112,56,0.19474,0.19474,0.023866,0.061553,2,0.27778,1,24102042
14,7,34,27,58,29,0.28247,0.28247,0.027609,0.071457,2,0.22222,1,24102051
28,14,67,53,132,66,0.22423,0.28728,0.091013,0.13378,3,0.22222,1,24102052
10,5,12,7,14,7,0.12358,0.12358,0.013378,0.03383,1,0.27778,1,24102061
26,13,95,82,184,92,0.21741,0.50996,0.20097,0.25982,3,0.38889,1,24102062
14,7,95,88,210,105,0.21906,0.21906,0.025728,0.086499,2,0.11111,1,24102071
10,5,23,18,42,21,0.12596,0.12596,0.014093,0.038139,1,0.11111,1,24102072
30,15,122,107,272,136,0.33607,0.58774,0.15565,0.2217,3,0.27778,1,24102081
18,9,41,32,72,36,0.19676,0.19676,0.020727,0.058156,2,0.16667,1,24102082
18,9,69,60,132,66,0.27724,0.27724,0.033222,0.076656,2,0.22222,1,24102091
18,9,68,59,162,81,0.25353,0.25353,0.039116,0.082417,2,0.22222,1,24102092
26,13,68,55,112,56,0.32847,0.48292,0.13119,0.18336,3,0.27778,1,24102101
24,12,95,83,182,91,0.38531,0.38531,0.079203,0.15327,2,0.27778,1,24102111
20,10,45,35,78,39,0.32524,0.32524,0.047775,0.098168,2,0.27778,1,24102121
16,8,48,40,90,45,0.13279,0.13682,0.014175,0.040492,2,0.11111,1,24102131
18,9,77,68,158,79,0.17962,0.17962,0.024517,0.057956,2,0.27778,1,24102141
14,7,30,23,58,29,0.14888,0.14888,0.02236,0.050357,2,0.16667,1,24102161
6,3,7,4,8,4,0.17867,0.17867,0.013332,0.043441,1,0.11111,1,24102162
10,5,20,15,32,16,0.20389,0.20389,0.019401,0.054531,1,0.16667,1,24102171
22,11,66,55,138,69,0.31931,0.31931,0.043758,0.10054,2,0.27778,1,24102172
8,4,12,8,16,8,0.14189,0.14189,0.020214,0.046772,1,0.16667,1,24102201
8,4,16,12,30,15,0.10011,0.10011,0.0091641,0.026021,1,0.11111,1,24102202
10,5,42,37,90,45,0.19203,0.19203,0.021665,0.054637,2,0.11111,1,24102211
18,9,99,90,240,120,0.20864,0.20864,0.033867,0.081042,2,0.22222,1,24102221
10,5,18,13,26,13,0.14024,0.14024,0.014905,0.040361,1,0.16667,1,24102231
22,11,55,44,92,46,0.23234,0.23234,0.030177,0.07267,2,0.22222,1,24102241
12,6,21,15,44,22,0.11726,0.11726,0.017481,0.041279,1,0.16667,1,24102251
6,3,7,4,8,4,0.097198,0.097198,0.0072251,0.023569,1,0.11111,1,24104011
8,4,31,27,56,28,0.17828,0.17828,0.024549,0.056116,2,0.11111,1,24104012
14,7,35,28,92,46,0.37094,0.37094,0.0349,0.094652,2,0.16667,1,24104021
20,10,50,40,102,51,0.21729,0.21729,0.041338,0.078314,2,0.27778,1,24104022
30,15,79,64,132,66,0.21922,0.63929,0.18616,0.27649,3,0.22222,1,24104031
18,9,51,42,92,46,0.19827,0.19827,0.022301,0.056248,2,0.27778,1,24104032
26,13,107,94,210,105,0.42248,0.42401,0.13523,0.18693,3,0.22222,1,24104041
10,5,19,14,32,16,0.14699,0.14699,0.020533,0.048524,1,0.16667,1,24104042
8,4,19,15,32,16,0.067935,0.067935,0.0052673,0.017023,1,0.11111,1,24104051
34,17,134,117,272,136,0.36022,0.74651,0.25653,0.34516,3,0.27778,1,24104071
18,9,71,62,156,78,0.14749,0.14749,0.017976,0.047733,2,0.11111,1,24104072
16,8,28,20,48,24,0.25515,0.25515,0.034507,0.081188,2,0.22222,1,24104081
14,7,29,22,50,25,0.14082,0.14082,0.023484,0.048444,2,0.16667,1,24104082
4,2,29,27,72,36,0.040952,0.040952,0.0024551,0.0096827,2,0.055556,1,24104091
22,11,82,71,186,93,0.30221,0.30221,0.036222,0.086966,2,0.33333,1,24104092
14,7,34,27,62,31,0.32099,0.32099,0.027277,0.080559,2,0.16667,1,24104101
14,7,28,21,48,24,0.15963,1,1,1,2,0.16667,1,24104111
18,9,85,76,182,91,0.29857,0.29857,0.038515,0.089007,2,0.27778,1,24104112
14,7,33,26,62,31,0.091639,0.091639,0.010584,0.025219,2,0.22222,1,24104131
12,6,46,40,110,55,0.14704,0.14704,0.014949,0.040517,2,0.22222,1,24104132
12,6,123,117,272,136,0.18248,0.18248,0.036487,0.07228,2,0.11111,1,24104141
14,7,45,38,92,46,0.15891,0.15891,0.023081,0.051796,2,0.16667,1,24104151
8,4,11,7,14,7,0.12209,0.12209,0.0088976,0.029626,1,0.16667,1,24104152
28,14,63,49,112,56,0.63827,0.75153,0.22835,0.33944,3,0.22222,1,24104161
14,7,34,27,58,29,0.074325,0.074325,0.012098,0.029864,2,0.22222,1,24104171
16,8,106,98,240,120,0.22675,0.22675,0.039248,0.077889,2,0.22222,1,24104181
26,13,77,64,156,78,0.56304,0.69102,0.22574,0.35114,3,0.22222,1,24104191
10,5,16,11,22,11,0.21451,0.21451,0.018026,0.053058,1,0.16667,1,24104201
4,2,31,29,72,36,0.13711,0.13711,0.0076171,0.032317,2,0.055556,1,24104202
14,7,112,105,272,136,0.3169,0.3932,0.041787,0.11876,2,0.16667,1,24104211
30,15,79,64,162,81,0.30649,0.58217,0.20365,0.26102,3,0.33333,1,24104221
22,11,68,57,156,78,0.1837,0.1837,0.03353,0.062558,2,0.22222,1,24104231
2,1,4,3,6,3,0.011846,0.011846,0.00065813,0.0027922,1,0.055556,1,24104241
12,6,140,134,306,153,0.36654,0.36654,0.037831,0.11282,2,0.22222,1,24105011
8,4,14,10,20,10,0.12764,0.12764,0.0099736,0.031396,1,0.16667,1,24105012
38,19,138,119,272,136,0.48239,0.78461,0.24658,0.3332,3,0.27778,1,24105021
18,9,78,69,210,105,0.26346,0.26346,0.028917,0.074114,2,0.27778,1,24105022
10,5,20,15,30,15,0.049126,0.049126,0.0099729,0.019899,1,0.22222,1,24105031
14,7,65,58,132,66,0.24428,0.24428,0.023878,0.065893,2,0.16667,1,24105041
16,8,76,68,162,81,0.38898,0.38898,0.039981,0.10848,2,0.22222,1,24105042
8,4,25,21,72,36,0.10778,0.10778,0.013444,0.035871,1,0.11111,1,24105051
10,5,21,16,32,16,0.27228,0.27228,0.016274,0.066188,1,0.11111,1,24105052
18,9,77,68,156,78,0.36225,0.36225,0.032056,0.091874,2,0.22222,1,24105061
18,9,48,39,86,43,0.3303,0.3303,0.034623,0.090677,2,0.22222,1,24105062
24,12,52,40,92,46,0.34437,0.34437,0.063715,0.13684,2,0.22222,1,24105071
10,5,32,27,58,29,0.1852,0.1852,0.011303,0.043864,2,0.11111,1,24105072
4,2,30,28,90,45,0.034021,0.034021,0.0025898,0.0085507,2,0.055556,1,24105081
8,4,9,5,10,5,0.203,0.203,0.018448,0.050982,1,0.16667,1,24105091
12,6,26,20,50,25,0.20952,0.20952,0.019545,0.05715,1,0.16667,1,24105092
18,9,42,33,84,42,0.30922,0.30922,0.029538,0.086742,2,0.22222,1,24105101
12,6,57,51,116,58,0.29117,0.42717,0.044905,0.11817,2,0.16667,1,24105102
20,10,117,107,240,120,0.33301,0.33301,0.049552,0.11536,2,0.16667,1,24105111
18,9,103,94,240,120,0.17817,0.17817,0.032553,0.061724,2,0.27778,1,24105121
10,5,28,23,62,31,0.098495,0.098495,0.010371,0.026381,2,0.11111,1,24105122
10,5,29,24,84,42,0.18773,0.18773,0.018103,0.05015,2,0.16667,1,24105131
22,11,126,115,272,136,0.26815,0.26815,0.042583,0.090305,2,0.22222,1,24105132
16,8,24,16,36,18,0.061624,0.061624,0.011915,0.023182,1,0.22222,1,24105141
26,13,103,90,210,105,0.15868,0.48797,0.1282,0.18403,3,0.27778,1,24105151
24,12,96,84,210,105,0.20185,0.20185,0.031047,0.06559,2,0.27778,1,24105161
20,10,99,89,210,105,0.19287,0.19287,0.039118,0.071928,2,0.16667,1,24105171
14,7,54,47,132,66,0.33148,0.33148,0.032592,0.091778,2,0.22222,1,24105181
22,11,111,100,272,136,0.33376,0.33376,0.029765,0.086818,2,0.22222,1,24105191
20,10,109,99,240,120,0.39174,0.39174,0.050345,0.12104,2,0.22222,1,24105201
12,6,18,12,26,13,0.18242,0.18242,0.014356,0.044377,1,0.22222,1,24105202
14,7,85,78,210,105,0.33625,0.33625,0.043618,0.10345,2,0.16667,1,24105211
2,1,19,18,42,21,0.01833,0.01833,0.0010183,0.0043204,1,0.055556,1,24105221
16,8,46,38,92,46,0.19765,1,1,1,2,0.16667,1,24105222
10,5,38,33,90,45,0.33834,0.33834,0.020165,0.079864,2,0.11111,1,24105231
20,10,44,34,72,36,0.15233,0.15233,0.027767,0.053513,2,0.27778,1,24105241
10,5,24,19,54,27,0.24365,0.24365,0.021412,0.063422,1,0.22222,1,25101011
24,12,70,58,158,79,0.44412,0.44412,0.032757,0.10746,2,0.22222,1,25101012
38,19,135,116,272,136,0.49003,0.62613,0.26502,0.33549,3,0.27778,1,25101021
14,7,37,30,72,36,0.10766,0.10766,0.011383,0.028473,2,0.16667,1,25101022
10,5,14,9,18,9,0.099919,0.099919,0.0108,0.027156,1,0.22222,1,25101031
42,21,169,148,306,153,0.523,0.59048,0.20522,0.26962,3,0.33333,1,25101032
4,2,16,14,30,15,0.059983,0.059983,0.0059704,0.018032,1,0.055556,1,25101041
12,6,27,21,58,29,0.16984,0.16984,0.013527,0.041844,2,0.16667,1,25101042
28,14,105,91,210,105,0.34939,0.79172,0.1579,0.26406,3,0.22222,1,25101051
8,4,49,45,110,55,0.13472,0.13472,0.015983,0.040811,2,0.055556,1,25101052
8,4,15,11,24,12,0.05565,0.05565,0.0056945,0.014943,1,0.16667,1,25101061
8,4,9,5,10,5,0.054378,0.054378,0.0065059,0.016054,1,0.16667,1,25101062
22,11,72,61,138,69,0.2025,0.2025,0.029961,0.072746,2,0.22222,1,25101071
16,8,87,79,182,91,0.40899,0.40899,0.045689,0.11078,2,0.16667,1,25101072
12,6,32,26,54,27,0.092051,0.092051,0.011768,0.028454,2,0.16667,1,25101081
22,11,111,100,240,120,0.158,0.158,0.02429,0.052852,2,0.16667,1,25101082
2,1,2,1,2,1,0.0026004,0.0026004,0.00014447,0.00061292,1,0.055556,1,25101091
14,7,38,31,68,34,0.17672,0.17672,0.013331,0.043422,2,0.22222,1,25101101
12,6,27,21,46,23,0.27846,0.27846,0.028716,0.078786,2,0.22222,1,25101102
10,5,16,11,24,12,0.11025,0.11025,0.018359,0.040874,1,0.16667,1,25101111
12,6,68,62,134,67,0.37872,0.37872,0.033677,0.12286,2,0.16667,1,25101112
28,14,107,93,240,120,0.33023,0.50307,0.182,0.26284,3,0.27778,1,25101121
6,3,13,10,22,11,0.11022,0.11022,0.014375,0.03597,1,0.16667,1,25101122
14,7,59,52,122,61,0.48517,0.48517,0.041966,0.12606,2,0.22222,1,25101131
24,12,128,116,272,136,0.22659,0.22659,0.050223,0.09522,2,0.22222,1,25101141
26,13,60,47,102,51,0.18103,0.39564,0.079453,0.13438,3,0.27778,1,25101151
18,9,27,18,38,19,0.20298,0.20298,0.025042,0.057299,2,0.27778,1,25101161
4,2,35,33,72,36,0.026368,0.026368,0.0024088,0.0073934,2,0.11111,1,25101171
8,4,18,14,36,18,0.1017,0.1017,0.008343,0.026554,1,0.11111,1,25101172
26,13,118,105,272,136,0.26283,0.66483,0.19374,0.2653,3,0.22222,1,25101181
12,6,25,19,44,22,0.10901,0.10901,0.010164,0.028505,1,0.16667,1,25101191
8,4,14,10,22,11,0.056612,0.056612,0.0054013,0.014685,1,0.16667,1,25101192
14,7,31,24,48,24,0.21573,0.21573,0.022819,0.057369,2,0.22222,1,25101201
14,7,41,34,72,36,0.47331,0.47331,0.040439,0.13361,2,0.16667,1,25101202
4,2,4,2,4,2,0.0087369,0.0087369,0.00059641,0.0021125,1,0.11111,1,25101211
8,4,19,15,36,18,0.16486,0.16486,0.016854,0.049531,1,0.16667,1,25101212
16,8,42,34,84,42,0.27834,0.27834,0.029369,0.076214,2,0.27778,1,25101221
12,6,25,19,40,20,0.12318,0.12318,0.023572,0.048171,1,0.16667,1,25101231
18,9,37,28,60,30,0.16882,0.16882,0.020794,0.048492,2,0.22222,1,25101241
28,14,78,64,144,72,0.23997,0.3751,0.10563,0.15429,3,0.22222,1,25101242
22,11,46,35,78,39,0.38091,0.38091,0.053417,0.12993,2,0.22222,1,25101251
22,11,55,44,102,51,0.21145,0.21145,0.036496,0.069511,2,0.27778,1,25101252
12,6,37,31,90,45,0.083323,0.083323,0.0080145,0.021806,2,0.16667,1,25101261
14,7,23,16,32,16,0.37471,0.37471,0.040143,0.099601,1,0.22222,1,25101271
12,6,97,91,210,105,0.3275,0.3275,0.031926,0.087411,2,0.11111,1,25101281
10,5,21,16,32,16,0.072311,0.072311,0.010038,0.024854,1,0.16667,1,25101301
18,9,28,19,58,29,0.22669,0.22669,0.030196,0.066746,2,0.22222,1,25101311
8,4,18,14,34,17,0.22189,0.22189,0.028383,0.075414,1,0.16667,1,25101321
16,8,58,50,112,56,0.10436,0.10436,0.017608,0.034926,2,0.22222,1,25101331
44,22,151,129,272,136,0.19691,0.69862,0.1716,0.24346,3,0.33333,1,25101341
10,5,22,17,36,18,0.10789,0.10789,0.011894,0.033075,1,0.11111,1,25101351
12,6,32,26,56,28,0.16172,0.16172,0.032035,0.068185,2,0.16667,1,25105011
14,7,73,66,156,78,0.17413,0.17413,0.026336,0.060578,2,0.16667,1,25105012
24,12,80,68,158,79,0.50708,0.50708,0.056798,0.14254,2,0.27778,1,25105021
18,9,49,40,92,46,0.20345,0.20345,0.018136,0.050335,2,0.27778,1,25105022
8,4,27,23,56,28,0.22137,0.22137,0.025123,0.071416,2,0.11111,1,25105031
16,8,31,23,54,27,0.27647,0.27647,0.030652,0.083441,2,0.22222,1,25105032
6,3,8,5,10,5,0.26616,0.26616,0.016216,0.063001,1,0.16667,1,25105041
16,8,35,27,54,27,0.2131,0.2131,0.031708,0.068316,2,0.16667,1,25105042
16,8,47,39,90,45,0.26378,0.26378,0.031315,0.077974,2,0.16667,1,25105051
18,9,56,47,134,67,0.19292,0.19292,0.023997,0.053902,2,0.27778,1,25105052
8,4,11,7,14,7,0.20661,0.20661,0.016614,0.051494,1,0.11111,1,25105061
10,5,41,36,90,45,0.21773,0.21773,0.014179,0.058844,2,0.11111,1,25105062
14,7,32,25,50,25,0.12499,0.12499,0.013511,0.032441,2,0.33333,1,25105071
24,12,59,47,102,51,0.20648,0.20648,0.041779,0.074734,2,0.33333,1,25105072
14,7,56,49,132,66,0.31702,0.31702,0.048622,0.1183,2,0.16667,1,25105081
26,13,101,88,210,105,0.21979,0.38499,0.13402,0.19337,3,0.27778,1,25105082
24,12,71,59,156,78,0.19004,0.19004,0.033517,0.075507,2,0.22222,1,25105091
0,0,0,0,0,0,0,0,0,0,1,0,1,25105092
30,15,103,88,210,105,0.16597,0.41123,0.14319,0.19702,3,0.33333,1,25105101
12,6,81,75,210,105,0.55765,0.55765,0.051032,0.14057,2,0.16667,1,25105121
14,7,136,129,306,153,0.33706,0.33706,0.035252,0.089324,2,0.22222,1,25105131
10,5,76,71,182,91,0.30965,0.38946,0.047138,0.12245,2,0.16667,1,25105132
12,6,24,18,42,21,0.1435,0.1435,0.017016,0.042896,1,0.11111,1,25105141
